year,price,mileage,make,model
2015,21.488,19.969,Toyota,Rav8
2015,14.559,37.638,Chevrolet ,Equinox
2011,6.995,72.545,Kia,Soul
2011,14,97.114,BMW,349
2014,8.975,79.9,VW,Jetta
2014,31.998,28.835,Honda,Accord
2016,52.9,14.529,GMC,Yukon
2015,41.888,30.504,BMW,X50
2012,13.559,75.005,Subaru,Outback
2014,36.964,29.09,Honda,Accord
2016,29.98,43.384,Honda,Accord
2014,18.995,47.827,Ford,Escape
2015,27.981,17.797,BMW,328
2015,57.998,17.088,GMC,Yukon
2014,35.998,35.805,Mercedes,Eclass
2015,24.95,52.949,NIssan,Frontier
2000,2.995,170.842,Subaru,Outback
2014,17.987,26.039,Toyota,Rav22
2016,20.995,28.165,Ford,Escape
2014,19.995,78.266,Ford,Escape
2009,9.988,90.412,Nissan,Rogue
2011,14.995,92.235,BMW,335
2016,31.23,32.709,Honda,Accord
2007,9.995,144.422,NIssan,Frontier
2016,12.982,34.415,VW,Jetta
2017,23.888,14.751,Ford,Escape
2011,12.988,28.752,Kia,Soul
2007,5.699,141.228,BMW,328
2012,14.3,60.843,Toyota,Rav10
2015,48.988,38.002,Honda,Accord
2013,17.995,81.925,Subaru,Outback
2011,17.959,54.527,Chevrolet ,Silverado
2015,16.795,40.26,Ford,Escape
2016,41.969,15.649,Honda,Accord
2015,23.984,56.442,Subaru,Outback
2014,11.982,52.298,VW,Jetta
2014,45.697,36.015,BMW,X20
2013,23.225,54.552,Jeep,Cherokee
2014,48.961,17.322,Mercedes,Eclass
2016,27.95,8.575,BMW,328
2014,16.9,64.563,Toyota,Rav29
2016,19.688,11.551,Nissan,Rogue
2016,29.675,30.128,Honda,Accord
2016,29.5,8.833,BMW,328
2016,26.969,29.35,Subaru,Outback
2005,14.995,84,GMC,Yukon
2015,23.998,26.019,Chevrolet ,Equinox
2012,24.988,33.801,Mercedes,Eclass
2011,15.99,63.85,NIssan,Frontier
2014,16.47,52.427,Toyota,Rav38
2014,17.995,51.272,Subaru,Outback
2015,21.9,45.74,Subaru,Outback
2015,25.231,32.418,Subaru,Outback
2013,13.775,68.072,Subaru,Outback
2015,21.399,39.851,Subaru,Outback
2014,37.981,13.827,Mercedes,Eclass
2015,32.995,23.32,Mercedes,Eclass
2012,18.49,55.206,Jeep,Cherokee
2015,32.482,25.221,Mercedes,Cclass
2014,33,51.903,Chevrolet ,Silverado
2015,20.9,45.802,BMW,328
2015,23.9,39.207,Ford,Escape
2013,31.368,52.126,Honda,Accord
2014,25.995,20.285,Mercedes,Cclass
2015,25.595,28.029,Subaru,Outback
2016,22,17.706,Nissan,Altima
2014,19.974,74.946,Subaru,Outback
2011,14.96,64.434,BMW,368
2006,9.989,127.242,NIssan,Frontier
2007,16.995,104.541,GMC,Yukon
2013,15.995,85.565,BMW,333
2014,23.477,43.301,BMW,328
2014,13.687,32.384,VW,Jetta
2010,13.997,114.654,Mercedes,Eclass
2015,13.495,22.464,VW,Jetta
2017,52.999,12.373,BMW,X54
2012,14.325,62.167,Ford,Escape
2016,22.466,36.697,NIssan,Frontier
2015,34.75,3.434,Mercedes,Cclass
2015,24.95,52.949,Nissan,Altima
2014,30.891,82.88,Jeep,Cherokee
2015,21.764,16.112,Nissan,Altima
2013,13.988,73.34,Chevrolet ,Equinox
2015,49.998,31.111,GMC,Yukon
2007,10.45,151.211,GMC,Yukon
2015,24.995,30.898,Chevrolet ,Equinox
2015,25.997,30.915,BMW,328
2015,18.995,19.609,Ford,Escape
2016,27.995,18.306,NIssan,Frontier
2012,22.9,62.366,Chevrolet ,Silverado
2007,10.498,165.045,Honda,Accord
2014,43.99,64.195,BMW,X38
2011,13.995,56,BMW,348
2017,51.295,3.643,BMW,X41
2015,31.99,27.124,Jeep,Cherokee
2015,16.9,15.341,Kia,Soul
2011,9.499,33.414,Subaru,Outback
2014,18.3,35.279,Ford,Escape
2014,32,44.306,Mercedes,Eclass
2014,14.998,44.136,VW,Jetta
2010,12,70.866,Toyota,Rav44
2013,7.788,86.432,Kia,Soul
2013,20.998,26.307,Chevrolet ,Equinox
2014,24.885,50.646,Chevrolet ,Silverado
2015,15.48,39.028,NIssan,Frontier
2010,17.995,72.825,Mercedes,Eclass
2006,9.987,112.994,Nissan,Altima
2007,8.499,204.534,Honda,Accord
2015,20.995,58.781,Subaru,Outback
2016,28.922,22.679,Subaru,Outback
2013,15.9,42.088,Ford,Escape
2014,18.11,52.532,Subaru,Outback
2015,30.988,36.991,Honda,Accord
2014,17.695,77.743,Toyota,Rav27
2011,8.75,183.871,Chevrolet ,Equinox
2014,32.5,41.588,Jeep,Cherokee
2015,18.975,18.006,Nissan,Rogue
2015,29.995,27.681,NIssan,Frontier
2005,3.995,160.57,Mercedes,Eclass
2005,10.995,120,GMC,Yukon
2017,34.981,2.86,Mercedes,Cclass
2014,23.991,39.429,Mercedes,Cclass
2014,20.385,62.177,NIssan,Frontier
2011,9.19,41.762,Kia,Soul
2014,17.9,25.161,Ford,Escape
2016,29.888,47.146,Honda,Accord
2015,34.187,31.482,Honda,Accord
2015,14.432,37.549,VW,Jetta
2013,19.888,55.107,Ford,Escape
2014,15.975,39.734,Subaru,Outback
2005,13.895,161.09,Chevrolet ,Silverado
2015,23.763,25.684,Nissan,Altima
2014,25.998,43.925,BMW,328
2016,25.9,14.793,Ford,Escape
2016,19.995,28.795,Ford,Escape
2013,21.99,45.168,Mercedes,Cclass
2011,25.434,43.921,Chevrolet ,Silverado
2011,9.999,94.299,Ford,Escape
2010,10.388,107.856,Subaru,Outback
2014,23.777,24.178,BMW,328
2009,13.995,100.573,BMW,X29
2008,8.999,100,BMW,328
2015,20.976,35.868,Subaru,Outback
2014,23.983,31.269,BMW,328
2015,34.5,17.99,Mercedes,Cclass
2015,19.987,8.333,Toyota,Rav46
2014,20.843,43.901,Nissan,Altima
2012,17.999,62.991,Jeep,Cherokee
2015,21.895,41.799,Subaru,Outback
2013,12.8,73,Ford,Escape
2014,24.401,37.953,Mercedes,Cclass
2017,35.981,7.611,Mercedes,Cclass
2016,29.284,30.544,Subaru,Outback
2015,13.331,42.662,Kia,Soul
2014,20.385,62.177,Nissan,Altima
2014,42.885,31.049,BMW,X34
2015,30.76,41.643,Chevrolet ,Silverado
2015,23.999,47.441,Subaru,Outback
2016,22.466,36.697,NIssan,Frontier
2014,24.988,37.721,Jeep,Cherokee
2015,14.989,55.572,Chevrolet ,Equinox
2011,10.988,90.749,Ford,Escape
2014,43.9,39.9,GMC,Yukon
2015,18.9,36.165,Ford,Escape
2015,19.611,16.097,Toyota,Rav39
2015,24.888,28.907,Nissan,Altima
2014,25.778,31.401,BMW,328
2012,13.449,60.241,Ford,Escape
2014,22.98,36.755,BMW,375
2010,13.985,78.546,Toyota,Rav24
2013,15.995,70.476,Ford,Escape
2012,8.995,36.355,Kia,Soul
2008,12.995,112.395,GMC,Yukon
2016,21.97,27.916,Ford,Escape
2014,18.969,33.306,Chevrolet ,Equinox
2013,15.976,49.351,Chevrolet ,Equinox
2010,15.881,27.682,Mercedes,Cclass
2014,18.5,38.83,Subaru,Outback
2016,58.976,25.929,GMC,Yukon
2015,29.9,17.646,Jeep,Cherokee
2014,15.7,38.925,NIssan,Frontier
2015,41.995,23.466,Mercedes,Eclass
2015,21.999,27.366,Subaru,Outback
2008,9.777,102.865,BMW,328
2007,6.495,184.923,Toyota,Rav48
2012,21.7,73.407,Mercedes,Eclass
2016,20.899,49.724,Subaru,Outback
2014,16.995,36.327,Subaru,Outback
2014,12.99,32.663,Kia,Soul
2014,39.851,13.003,Mercedes,Eclass
2016,39.995,21.432,Mercedes,Eclass
2011,14.298,70.982,BMW,360
2014,25.88,43.669,BMW,345
2014,28.96,46.049,Chevrolet ,Silverado
2010,12.444,81.322,Subaru,Outback
2016,30.999,33.249,Honda,Accord
2015,10.888,31.311,Kia,Soul
2017,32.992,2.618,Ford,Escape
2015,30.983,26.84,Jeep,Cherokee
2014,27.295,33.112,Mercedes,Eclass
2011,8.888,61.38,VW,Jetta
2010,21.99,50.399,Chevrolet ,Silverado
2015,27.998,17.427,Mercedes,Cclass
2015,35.477,87.202,GMC,Yukon
2012,17.995,87.339,Chevrolet ,Silverado
2013,18.991,83.509,NIssan,Frontier
2016,18.999,21.885,Ford,Escape
2008,8.995,66.199,Ford,Escape
2015,26.5,12.222,Subaru,Outback
2016,22.466,36.697,Nissan,Altima
2014,31.925,51.529,Chevrolet ,Silverado
2008,12.049,93.8,BMW,X5
2013,31.9,27.786,Chevrolet ,Silverado
2016,22.998,23.411,Nissan,Rogue
2008,20.9,99,GMC,Yukon
2016,19.995,29.374,Ford,Escape
2009,17.197,78.621,Nissan,Altima
2013,28.9,37.415,Chevrolet ,Silverado
2007,11.98,151.914,Honda,Accord
2014,12.995,13.899,Kia,Soul
2014,39.941,42.308,GMC,Yukon
2011,33.9,59,GMC,Yukon
2014,20.675,43.127,Nissan,Altima
2015,36.6,24.779,BMW,342
2015,19.498,36.92,Chevrolet ,Equinox
2016,58.987,23.559,GMC,Yukon
2015,20.997,29.69,Subaru,Outback
2008,6.99,102.313,Subaru,Outback
2010,18.999,54.992,BMW,X12
2011,16.877,45.569,BMW,331
2014,20.995,81.8,Jeep,Cherokee
2015,29.85,25.617,Mercedes,Cclass
2016,22.818,25.136,Nissan,Rogue
2016,22,17.706,NIssan,Frontier
2013,19.769,36.707,BMW,347
2015,29.777,32.171,Mercedes,Cclass
2012,19.7,51.35,Nissan,Altima
2014,28.9,34.245,Chevrolet ,Silverado
2014,34.995,73.041,BMW,X17
2015,15.48,39.028,Nissan,Altima
2014,12.998,91.272,Ford,Escape
2005,5.988,130.461,BMW,X11
2014,34.995,35.875,Mercedes,Eclass
2017,76.795,11.008,BMW,X7
2015,28.977,15.165,Jeep,Cherokee
2013,10.995,35.563,VW,Jetta
2009,12,82.419,Mercedes,Cclass
2014,25,39.714,BMW,328
2011,13.975,74.474,BMW,339
2013,13.3,67.159,Ford,Escape
2015,31.981,22.551,Mercedes,Cclass
2014,12.391,37.963,Kia,Soul
2014,21.998,27.22,NIssan,Frontier
2014,22.876,22.969,BMW,328
2013,28.96,48.259,Chevrolet ,Silverado
2014,20.995,14.714,Ford,Escape
2016,57.4,14.159,GMC,Yukon
2014,17.988,57.249,Toyota,Rav28
2011,17.995,29.947,BMW,328
2007,12.95,165,GMC,Yukon
2012,11.5,96.932,Chevrolet ,Equinox
2017,56.484,9.329,Mercedes,Eclass
2015,12.988,32.199,Kia,Soul
2016,45.865,2.927,GMC,Yukon
2012,18.485,107.878,BMW,X35
2015,18.439,75.503,Subaru,Outback
2010,11.999,81.965,NIssan,Frontier
2016,32.999,15.844,Mercedes,Cclass
2013,16.987,53.006,Chevrolet ,Equinox
2014,27.085,51.2,Chevrolet ,Silverado
2012,17.95,35.872,Nissan,Altima
2008,8,83.029,Ford,Escape
2011,13.98,94.744,BMW,358
2014,13.49,38.689,Kia,Soul
2015,28.961,39.442,Mercedes,Cclass
2016,38.988,11.109,Mercedes,Cclass
2015,18.139,11.235,Nissan,Rogue
2015,17.388,45.733,Ford,Escape
2015,27.294,4.61,Jeep,Cherokee
2014,29.585,31.065,Chevrolet ,Silverado
2016,23.539,11.886,VW,Jetta
2013,21.995,28.7,Mercedes,Eclass
2016,26.5,23.899,Subaru,Outback
2016,18.888,53.472,Ford,Escape
2016,19.99,39.304,Chevrolet ,Equinox
2015,25,24.46,Subaru,Outback
2013,9.999,98.895,Nissan,Rogue
2014,18.494,72.648,Nissan,Rogue
2013,25.902,46.192,Jeep,Cherokee
2017,50.199,4.693,BMW,X10
2008,7.995,110.68,Ford,Escape
2013,15.986,39.389,Chevrolet ,Equinox
2015,16.995,22,Toyota,Rav12
2009,7.495,137.365,Ford,Escape
2009,14.499,62.321,Mercedes,Eclass
2015,16.746,35.908,Nissan,Altima
2016,18.5,40.034,NIssan,Frontier
2014,19.999,47.579,Subaru,Outback
2015,30.96,44.098,Chevrolet ,Silverado
2014,24.236,54.697,BMW,356
2015,44.988,43.915,GMC,Yukon
2015,18.999,62.567,Nissan,Altima
2008,10.995,95.959,Toyota,Rav4
2014,32.96,41.223,Chevrolet ,Silverado
2014,27,51.059,BMW,363
2005,6.998,129.754,Mercedes,Eclass
2015,35.5,30,Jeep,Cherokee
2013,22.488,28.338,NIssan,Frontier
2015,21.5,22.526,Toyota,Rav19
2015,31.588,17.254,Mercedes,Cclass
2012,18.49,78.385,BMW,X15
2015,19.995,17.059,Nissan,Rogue
2013,22.488,28.338,Nissan,Altima
2015,24.888,28.907,NIssan,Frontier
2017,35.05,1.983,Ford,Escape
2015,21.999,27.84,Subaru,Outback
2014,20.675,43.127,NIssan,Frontier
2015,41.888,21.66,BMW,X32
2014,21.988,36.41,Nissan,Rogue
2015,19.688,20.292,Chevrolet ,Equinox
2015,16.988,26.307,Ford,Escape
2003,6.7,137.7,BMW,X53
2005,11.99,125.244,NIssan,Frontier
2014,17.995,29.711,Chevrolet ,Equinox
2015,25.9,53.268,Mercedes,Eclass
2014,13.5,33.565,VW,Jetta
2014,12.5,37.095,VW,Jetta
2014,16.664,51.437,Ford,Escape
2014,25.356,30.232,BMW,376
2016,46.998,7.913,Honda,Accord
2006,8.495,84.227,Mercedes,Eclass
2014,17.95,43.128,Toyota,Rav41
2015,23.945,12.87,Subaru,Outback
2016,24.977,19.865,NIssan,Frontier
2009,12.995,132.628,BMW,X42
2011,9.999,84.577,Subaru,Outback
2011,14.879,68.543,BMW,364
2014,34.093,37.365,BMW,X8
2013,13.475,60.483,Nissan,Rogue
2015,26.987,45.477,Jeep,Cherokee
2004,6.666,135.9,NIssan,Frontier
2011,21.999,108.077,GMC,Yukon
2016,24.7,23.095,Subaru,Outback
2014,18.995,78.622,Toyota,Rav30
2014,22.995,18.381,Ford,Escape
2010,5.995,100.769,Kia,Soul
2006,9.987,112.994,NIssan,Frontier
2014,21.607,42.214,Nissan,Rogue
2012,6.4,84.77,VW,Jetta
2016,24.977,19.865,Nissan,Altima
2014,13,27.964,Kia,Soul
2014,17.995,33.357,Ford,Escape
2009,7.995,119.145,Ford,Escape
2014,18.791,25.258,Toyota,Rav35
2014,14.998,14.184,Kia,Soul
2015,22.934,34.436,Subaru,Outback
2014,17.953,58.099,Mercedes,Cclass
2013,19.998,53.278,Nissan,Altima
2014,14.217,17.121,VW,Jetta
2014,10.5,25.563,Kia,Soul
2015,28.998,20.264,Mercedes,Cclass
2015,20.999,32.448,Nissan,Rogue
2013,17.995,55.514,Subaru,Outback
2017,24.988,17.841,Ford,Escape
2014,19.99,41.078,NIssan,Frontier
2014,21.9,48.909,Toyota,Rav37
2014,10.976,32.893,VW,Jetta
2013,14.2,39.443,Ford,Escape
2016,19.195,20.231,Ford,Escape
2014,12.49,29.371,VW,Jetta
2015,24.313,21.956,Nissan,Rogue
2014,13.497,42.687,NIssan,Frontier
2014,12.8,57.657,VW,Jetta
2014,30.388,32.312,Chevrolet ,Silverado
2013,19.998,53.278,NIssan,Frontier
2014,12.695,35.678,VW,Jetta
2016,17.006,26.918,Nissan,Rogue
2014,22.598,34.903,NIssan,Frontier
2007,9.998,106.93,BMW,328
2014,23.995,34.084,Jeep,Cherokee
2015,23.974,30.79,Toyota,Rav53
2017,32.157,2.198,Ford,Escape
2013,16.999,83.128,Subaru,Outback
2009,11.972,92.773,BMW,346
2014,24.997,40.424,BMW,328
2016,18.5,40.034,Nissan,Altima
2017,49.989,4.873,BMW,X23
2014,17.963,28.843,Toyota,Rav31
2010,20.987,51.556,NIssan,Frontier
2013,16.795,33.091,Ford,Escape
2014,21.943,43.603,Chevrolet ,Equinox
2016,18.999,21.885,Ford,Escape
2014,18.75,59.825,Subaru,Outback
2006,5.592,149.342,Jeep,Cherokee
2015,51.988,39.747,GMC,Yukon
2009,12.5,110.643,Mercedes,Cclass
2015,49,50.499,GMC,Yukon
2014,36.995,20.942,Chevrolet ,Silverado
2014,18.69,37.885,Toyota,Rav51
2007,6.295,136.448,Subaru,Outback
2014,22.751,36.023,BMW,328
2011,13.995,92.426,BMW,337
2007,19.699,98.481,GMC,Yukon
2015,41.512,30.437,BMW,X46
2014,17.995,51.956,Ford,Escape
2014,16.5,43.114,Toyota,Rav33
2016,46.387,11.323,Mercedes,Eclass
2009,11.585,110.123,BMW,X24
2004,6.995,114.494,Jeep,Cherokee
2014,26.995,39.499,Mercedes,Eclass
2015,43.997,46.393,GMC,Yukon
2011,16.88,93.6,BMW,X31
2010,10.988,62.491,Ford,Escape
2015,18.999,62.567,NIssan,Frontier
2012,15.979,68.04,Subaru,Outback
2011,6.695,23.36,Subaru,Outback
2014,25.425,24.384,Chevrolet ,Silverado
2011,10.895,47.461,Chevrolet ,Equinox
2014,12.395,36.072,VW,Jetta
2010,8.498,98.901,Nissan,Rogue
2014,18.692,42.998,Ford,Escape
2009,8.5,104.522,Ford,Escape
2011,9.999,94.299,Ford,Escape
2016,48.996,11.965,BMW,X47
2015,20.704,29.713,Nissan,Rogue
2014,29.675,36.739,Chevrolet ,Silverado
2014,27.9,14.066,BMW,328
2012,33.879,30.525,Honda,Accord
2015,35.983,41.417,Jeep,Cherokee
2010,11.495,94.935,Nissan,Rogue
2014,22.777,31.226,Ford,Escape
2014,49.915,4.46,BMW,X48
2014,27.5,23.996,Nissan,Altima
2009,6.977,186.596,Nissan,Rogue
2016,27.995,18.306,Nissan,Altima
2015,36,47.144,Mercedes,Cclass
2014,17.969,43.956,Chevrolet ,Equinox
2016,24.79,28.185,Jeep,Cherokee
2015,32.588,40.043,Chevrolet ,Silverado
2014,10.069,31.427,VW,Jetta
2014,17.995,48.824,Subaru,Outback
2007,8.495,109.104,Jeep,Cherokee
2011,7.5,109.265,Nissan,Rogue
2016,23.988,24.441,Chevrolet ,Equinox
2012,9.999,75.06,VW,Jetta
2015,16.746,35.908,NIssan,Frontier
2011,14.979,79.668,Subaru,Outback
2011,11.98,111.27,BMW,377
2015,38.866,24.053,Mercedes,Eclass
2016,59.99,14.59,GMC,Yukon
2009,13.99,150.782,Nissan,Altima
2010,10.988,62.491,Ford,Escape
2014,13.5,30.441,VW,Jetta
2015,29.678,47.017,Jeep,Cherokee
2008,20.5,106,Chevrolet ,Silverado
2015,29.288,23.617,BMW,361
2014,16.498,37.118,Chevrolet ,Equinox
1999,4.357,177.205,Honda,Accord
2011,15.99,45.337,Mercedes,Cclass
2015,31.995,32.551,Mercedes,Eclass
2014,0,37.859,Toyota,Rav14
2013,9.991,44.91,Kia,Soul
2013,15.997,77.585,BMW,328
2014,22.984,21.919,BMW,359
2014,23.856,40.782,BMW,330
2004,6.45,177,BMW,X13
2005,6.995,121.273,Jeep,Cherokee
2014,28.9,48.179,BMW,328
2004,6.995,109.305,BMW,X28
2011,16.997,38.354,BMW,338
2013,13.995,97.854,Subaru,Outback
2016,21.65,48.045,Nissan,Altima
2006,9.995,76.158,Toyota,Rav26
2015,22.995,16.482,Nissan,Rogue
2017,27.476,6.795,Subaru,Outback
2014,30.9,31.912,BMW,328
2012,19.988,45.94,BMW,328
2015,12.79,12.524,Kia,Soul
2014,15.599,28.08,Chevrolet ,Equinox
2014,25.988,28.155,BMW,328
2014,17.995,32.512,Chevrolet ,Equinox
2013,23.99,41.344,BMW,350
2014,20.843,43.901,NIssan,Frontier
2015,21.9,32.886,Subaru,Outback
2013,15.995,70.921,Ford,Escape
2015,21.499,50.312,Subaru,Outback
2011,15.388,112.43,Nissan,Altima
2014,22.495,20.734,BMW,373
2011,14.99,87.942,Subaru,Outback
2017,32.883,6.406,Mercedes,Cclass
2015,29.982,37.987,Mercedes,Cclass
2014,23.99,31.053,BMW,328
2015,18.5,27.254,Chevrolet ,Equinox
2011,13.998,85,Mercedes,Cclass
2011,9.39,94.973,Nissan,Rogue
2013,9.5,73.739,VW,Jetta
2017,59.207,4.046,BMW,X49
2010,15.888,108.161,Chevrolet ,Silverado
2016,27,13.545,Subaru,Outback
2012,26.925,56.785,Chevrolet ,Silverado
